ax (m/s^2), ay (m/s^2), az (m/s^2), gx (rps), gy (rps), gz (rps), temp (C)
0.30167, 9.80665, -0.12929, 0.01692, 0.02731, 0.02145, 32.72612
0.29209, 9.80186, -0.18675, -0.00506, 0.02878, 0.02078, 32.72612
0.22984, 9.85932, -0.16520, 0.00173, 0.02878, 0.01532, 32.72612
0.30167, 9.83059, -0.18435, 0.00693, 0.02838, 0.02052, 32.96574
0.26576, 9.81383, -0.14365, 0.00946, 0.02451, 0.02771, 32.91781
0.31843, 9.80905, -0.13408, -0.00986, 0.02478, 0.01719, 32.63028
0.31125, 9.82580, -0.19872, -0.00759, 0.02278, 0.01266, 32.91781
0.40701, 9.78750, -0.15802, -0.00693, 0.02944, 0.01745, 32.77404
0.26576, 9.84017, -0.10774, 0.01026, 0.03264, 0.02611, 32.72612
0.25618, 9.81623, -0.11971, 0.01639, 0.02598, 0.02052, 32.72612
0.28252, 9.82341, -0.07661, 0.02425, 0.03397, 0.02038, 32.77404
0.30406, 9.81862, -0.19154, 0.01186, 0.02691, 0.02318, 32.58235
0.28252, 9.84975, -0.16520, 0.00799, 0.02785, 0.02212, 32.72612
0.31125, 9.79947, -0.17238, 0.00986, 0.03118, 0.02038, 32.82197
0.31364, 9.80186, -0.12929, -0.00280, 0.02838, 0.02118, 32.82197
0.31843, 9.83778, -0.20830, 0.00266, 0.01945, 0.02332, 32.63028
0.33519, 9.82580, -0.17717, -0.01172, 0.02878, 0.01785, 32.91781
0.29928, 9.86651, -0.13408, -0.01412, 0.02531, 0.01705, 32.72612
0.30406, 9.84975, -0.15802, 0.00999, 0.02598, 0.02012, 32.77404
0.27533, 9.80905, -0.15323, 0.00546, 0.02318, 0.01732, 32.91781
0.27054, 9.80426, -0.15802, 0.01146, 0.02332, 0.01985, 32.91781
0.31125, 9.81383, -0.14365, 0.01919, 0.02411, 0.02278, 32.91781
0.31603, 9.78750, -0.17478, -0.00679, 0.02345, 0.02118, 32.91781
0.29209, 9.80905, -0.18435, -0.00866, 0.03517, 0.01879, 32.72612
0.30646, 9.80905, -0.24900, -0.00013, 0.02798, 0.01812, 32.91781
0.29209, 9.83538, -0.15562, -0.00386, 0.02465, 0.01825, 32.77404
0.27294, 9.83538, -0.12689, 0.01519, 0.03557, 0.02118, 32.72612
0.28252, 9.82102, -0.21548, 0.00933, 0.03118, 0.01612, 33.06158
0.26336, 9.82580, -0.19393, -0.00360, 0.01972, 0.02092, 32.91781
0.29209, 9.81862, -0.19154, -0.01199, 0.01905, 0.01719, 32.72612
0.27294, 9.81623, -0.22027, -0.02132, 0.02398, 0.01745, 32.72612
0.29449, 9.78510, -0.18196, 0.00386, 0.02998, 0.01919, 32.82197
0.31125, 9.86411, -0.17957, -0.00373, 0.02025, 0.01479, 32.96574
0.30406, 9.83778, -0.22266, 0.00679, 0.02718, 0.02158, 32.82197
0.30167, 9.82341, -0.22027, 0.00613, 0.02571, 0.02678, 32.91781
0.31843, 9.79707, -0.19632, -0.00413, 0.03024, 0.01745, 32.96574
0.31603, 9.81623, -0.15083, -0.00653, 0.02825, 0.01186, 32.91781
0.28730, 9.83299, -0.19154, -0.00693, 0.01705, 0.01639, 32.72612
0.31603, 9.83059, -0.22266, 0.00506, 0.02265, 0.01559, 32.91781
0.28970, 9.78989, -0.15562, 0.00693, 0.03171, 0.02238, 32.72612
0.31843, 9.79468, -0.22505, 0.00493, 0.02705, 0.01865, 32.91781
0.27773, 9.82820, -0.16041, 0.00946, 0.02891, 0.02172, 32.63028
0.33040, 9.80426, -0.19632, 0.01812, 0.03331, 0.02145, 32.72612
0.23942, 9.79707, -0.15802, -0.00080, 0.02292, 0.01612, 32.91781
0.30406, 9.81862, -0.12450, -0.00466, 0.02651, 0.01279, 32.96574
0.30167, 9.81862, -0.14605, -0.01386, 0.02358, 0.01306, 33.06158
0.31125, 9.82102, -0.14126, 0.01132, 0.02811, 0.02305, 32.91781
0.31843, 9.78510, -0.12689, 0.01439, 0.03131, 0.02038, 32.82197
0.30646, 9.80665, -0.16999, -0.00160, 0.02691, 0.01799, 32.82197
0.33040, 9.84017, -0.24900, 0.00266, 0.02651, 0.01506, 32.91781
0.26576, 9.82820, -0.16281, 0.01359, 0.02491, 0.01879, 32.91781
0.29449, 9.82580, -0.12210, 0.00893, 0.02212, 0.02158, 32.77404
0.28012, 9.81623, -0.16041, -0.00133, 0.02838, 0.01559, 32.96574
0.28970, 9.87369, -0.18435, 0.00640, 0.03104, 0.02212, 32.96574
0.31125, 9.83299, -0.17238, 0.01532, 0.02798, 0.02212, 32.91781
0.28730, 9.81623, -0.18196, -0.01759, 0.02398, 0.01705, 32.96574
0.30646, 9.82580, -0.21548, -0.00213, 0.03104, 0.02491, 32.91781
0.29688, 9.83538, -0.19393, 0.01172, 0.02918, 0.02438, 32.77404
0.29449, 9.78271, -0.14365, -0.01292, 0.02705, 0.01092, 32.82197
0.28491, 9.86411, -0.22745, 0.00933, 0.02878, 0.01545, 32.72612
0.32322, 9.79707, -0.24900, 0.00733, 0.02012, 0.01772, 32.72612
0.29209, 9.81383, -0.19154, 0.00426, 0.02731, 0.01639, 32.96574
0.32561, 9.79468, -0.16041, 0.00120, 0.02225, 0.01972, 32.91781
0.23942, 9.80426, -0.24181, 0.01292, 0.02385, 0.01665, 32.91781
0.31843, 9.81383, -0.20590, 0.01399, 0.02491, 0.01919, 32.72612
0.32561, 9.82102, -0.22266, -0.00320, 0.03211, 0.01759, 33.10950
0.29688, 9.78271, -0.28012, 0.00386, 0.02798, 0.01412, 32.96574
0.26576, 9.83059, -0.24900, 0.01226, 0.03810, 0.01639, 32.77404
0.31125, 9.83059, -0.23942, -0.00266, 0.02478, 0.01545, 32.82197
