ax (m/s^2), ay (m/s^2), az (m/s^2), gx (rps), gy (rps), gz (rps), temp (C)
0.07183, 0.23703, 10.34535, 0.00160, 0.03970, 0.01079, 31.52805
-0.01915, 0.23224, 10.28788, 0.00080, 0.01705, 0.01572, 31.67182
0.05507, 0.23942, 10.25437, 0.00400, 0.03011, 0.01426, 31.52805
0.06225, 0.27294, 10.35253, 0.00693, 0.02651, 0.01412, 31.57597
-0.05746, 0.21787, 10.22803, 0.00426, 0.01639, 0.01506, 31.38428
0.05267, 0.22984, 10.35253, 0.00120, 0.06728, 0.01466, 31.38428
0.00239, 0.24900, 10.33816, 0.00280, 0.00280, 0.01266, 31.67182
0.01437, 0.27054, 10.35253, 0.00493, 0.05316, 0.01132, 31.86351
0.00958, 0.26576, 10.22564, 0.00373, 0.00879, 0.01412, 31.48013
0.02634, 0.23942, 10.29986, 0.00866, 0.02904, 0.00893, 31.67182
0.01915, 0.24660, 10.26155, 0.00653, -0.01972, 0.01132, 31.71974
0.00718, 0.24660, 10.24479, 0.00400, 0.02238, 0.01532, 31.52805
0.01197, 0.28012, 10.27591, 0.01186, -0.00520, 0.01066, 31.52805
0.09337, 0.22027, 10.30943, 0.00386, 0.04223, 0.01359, 31.76766
0.05267, 0.25139, 10.27352, 0.00746, 0.02918, 0.01452, 31.38428
0.03831, 0.21787, 10.31662, -0.00120, 0.06808, 0.01159, 31.38428
0.04310, 0.23703, 10.29746, 0.00120, 0.03344, 0.00706, 31.67182
0.05028, 0.25857, 10.33338, -0.00040, 0.04397, 0.01146, 31.76766
-0.01676, 0.23703, 10.21127, -0.00426, 0.04850, 0.01479, 31.67182
0.04310, 0.25379, 10.27352, 0.00679, 0.05196, 0.00826, 31.38428
-0.00479, 0.29928, 10.30943, 0.00906, 0.00493, 0.01905, 31.67182
0.03352, 0.26815, 10.34535, 0.00706, 0.03051, 0.01146, 31.48013
-0.02634, 0.27533, 10.29986, 0.00493, 0.03784, 0.01039, 31.71974
-0.01915, 0.26336, 10.31183, 0.00653, 0.01013, 0.01386, 31.57597
0.00958, 0.19872, 10.26873, 0.00533, 0.03384, 0.01492, 31.48013
0.00000, 0.22027, 10.33577, 0.00586, 0.02984, 0.01506, 31.76766
0.00718, 0.20111, 10.27831, 0.00573, 0.05316, 0.01159, 31.52805
-0.01676, 0.27533, 10.28070, 0.00520, 0.02838, 0.01332, 31.48013
-0.02394, 0.23224, 10.25197, 0.00173, 0.02745, 0.01719, 31.52805
-0.02873, 0.22984, 10.21845, 0.00719, -0.01545, 0.01452, 31.48013
-0.00479, 0.22984, 10.30225, 0.00520, -0.00573, 0.01172, 31.67182
0.00000, 0.22745, 10.28549, 0.00413, -0.01066, 0.01306, 31.57597
-0.03352, 0.23942, 10.24718, 0.00786, -0.02465, 0.01932, 31.38428
0.02873, 0.20590, 10.25676, 0.00413, 0.01266, 0.01239, 31.76766
0.00718, 0.25618, 10.25197, 0.00346, 0.02811, 0.01839, 31.86351
-0.00239, 0.23942, 10.26634, 0.00346, 0.02425, 0.01053, 31.67182
-0.02634, 0.19632, 10.33338, 0.00440, 0.04956, 0.01332, 31.57597
0.02155, 0.22027, 10.30225, 0.00426, 0.02811, 0.01292, 31.76766
0.02155, 0.24421, 10.28788, 0.00560, 0.00773, 0.01545, 31.67182
0.00718, 0.24181, 10.35971, 0.00400, 0.00453, 0.01439, 31.57597
0.01676, 0.21069, 10.37168, 0.01053, 0.00679, 0.00999, 31.57597
-0.00479, 0.21308, 10.18972, 0.00226, 0.02771, 0.01332, 31.48013
-0.01437, 0.23224, 10.35253, 0.00893, 0.00386, 0.01812, 31.71974
0.00479, 0.24900, 10.16578, -0.00053, 0.00226, 0.00813, 31.67182
-0.02155, 0.23703, 10.30225, 0.00506, 0.03144, 0.01879, 31.52805
-0.02155, 0.27054, 10.34056, 0.00226, 0.06422, 0.01053, 31.57597
0.00958, 0.26815, 10.24000, 0.00027, 0.02891, 0.01186, 31.71974
0.05746, 0.20830, 10.28549, -0.00027, 0.02705, 0.00600, 31.48013
0.02634, 0.24900, 10.27591, 0.00546, 0.01799, 0.01079, 31.57597
0.00000, 0.22505, 10.26155, 0.00440, -0.01439, 0.01026, 31.71974
0.00000, 0.23463, 10.27591, 0.00293, 0.04330, 0.01079, 31.38428
0.10774, 0.28970, 10.35013, 0.00226, 0.04543, 0.01665, 31.67182
0.03591, 0.25379, 10.32859, 0.00733, 0.00213, 0.01386, 31.71974
0.02634, 0.20111, 10.32380, 0.00306, 0.02611, 0.01705, 31.52805
0.06704, 0.24181, 10.27352, 0.00386, 0.02385, 0.01172, 31.67182
0.05028, 0.23942, 10.24000, 0.00879, 0.00147, 0.00999, 31.52805
0.05028, 0.25618, 10.29267, 0.00426, 0.05649, 0.01212, 31.67182
0.02634, 0.24421, 10.19212, 0.00413, 0.01332, 0.01212, 31.67182
0.05746, 0.21069, 10.31901, 0.00560, 0.01559, 0.01692, 31.71974
0.06225, 0.19393, 10.26155, 0.00333, -0.00693, 0.01039, 31.71974
0.01437, 0.25618, 10.26394, -0.00173, 0.02385, 0.01745, 31.52805
0.10774, 0.25618, 10.33338, 0.00693, 0.03517, 0.00879, 31.52805
0.04549, 0.24900, 10.31422, 0.00520, 0.02891, 0.01812, 31.67182
0.05267, 0.22027, 10.31422, -0.00080, 0.03624, 0.00946, 31.76766
0.05746, 0.19393, 10.32380, 0.00879, 0.02185, 0.01013, 31.86351
-0.00718, 0.26097, 10.30464, -0.00107, 0.03344, 0.01452, 31.57597
0.04788, 0.24900, 10.26155, 0.00187, -0.01306, 0.01412, 31.52805
0.06464, 0.23942, 10.24239, 0.00253, 0.02425, 0.01732, 31.57597
0.08619, 0.23703, 10.28788, 0.00560, 0.04437, 0.01239, 31.71974
0.03831, 0.26097, 10.30464, 0.00053, 0.03744, 0.01252, 31.76766
0.01915, 0.21787, 10.27352, 0.00240, 0.02771, 0.01492, 31.67182
