ax (m/s^2), ay (m/s^2), az (m/s^2), gx (rps), gy (rps), gz (rps), temp (C)
9.98861, -0.02155, -0.19872, 0.00413, -0.00546, 0.01612, 32.82197
9.97664, -0.03831, -0.13168, 0.00600, 0.01998, 0.01799, 32.63028
10.00537, -0.01197, -0.36871, 0.00067, 0.04157, 0.01839, 32.72612
10.00058, 0.00479, -0.28730, 0.00893, 0.01332, 0.01625, 32.72612
9.95988, -0.04070, -0.27054, 0.00546, 0.00679, 0.01799, 32.72612
9.98622, -0.01437, -0.21308, 0.00306, -0.00533, 0.01719, 32.77404
9.98861, -0.04310, -0.27773, 0.00786, 0.02598, 0.01466, 33.06158
9.97903, -0.06225, -0.27533, 0.00426, 0.03704, 0.01839, 32.72612
9.98143, -0.01676, -0.22266, 0.00187, 0.04143, 0.01625, 32.77404
9.95988, -0.01676, -0.28970, 0.00546, 0.04077, 0.01199, 32.63028
9.92636, 0.03352, -0.24181, 0.00240, 0.04557, 0.01572, 32.72612
9.98143, -0.04788, -0.24421, -0.00093, 0.03011, 0.01412, 32.72612
9.98861, -0.06464, -0.33279, 0.00226, 0.04450, 0.02025, 32.58235
9.98861, 0.00479, -0.18196, 0.00546, 0.04104, 0.01346, 32.58235
9.98382, -0.01676, -0.29688, 0.00187, 0.02265, 0.01585, 32.72612
9.98143, -0.03112, -0.21787, 0.00200, 0.01079, 0.01652, 32.58235
10.01255, -0.05986, -0.28012, 0.00506, 0.02372, 0.01625, 32.82197
9.96467, -0.01676, -0.27533, 0.00453, 0.01092, 0.01612, 32.72612
9.99340, -0.02394, -0.26815, 0.00027, 0.01106, 0.01412, 32.58235
9.96227, -0.03831, -0.26815, -0.00107, 0.01266, 0.01492, 33.06158
9.94791, -0.01197, -0.26097, 0.00280, 0.04437, 0.01692, 32.82197
9.98622, -0.03112, -0.28491, 0.00613, 0.05129, 0.01092, 32.72612
10.03410, -0.01437, -0.28012, 0.00560, 0.02372, 0.01412, 32.53443
10.00776, -0.01197, -0.28730, 0.00493, 0.00413, 0.01532, 32.72612
9.98861, -0.04070, -0.25857, 0.01665, 0.02705, 0.01319, 32.91781
9.95749, -0.00479, -0.24421, 0.00200, 0.03730, 0.01545, 32.82197
10.00537, 0.00000, -0.25618, 0.00346, -0.00053, 0.01639, 32.58235
10.04368, -0.00239, -0.34955, -0.00933, 0.03930, 0.01532, 32.72612
9.97903, -0.04549, -0.27054, 0.00160, 0.01532, 0.01772, 32.82197
10.02452, 0.01437, -0.32322, 0.00266, 0.02918, 0.01705, 32.63028
9.95509, -0.01915, -0.29688, 0.00200, 0.02318, 0.01412, 32.58235
9.97903, 0.00718, -0.24660, 0.00573, 0.02265, 0.01359, 32.63028
9.98143, -0.03352, -0.26097, 0.00560, 0.05023, 0.01545, 32.72612
9.96467, 0.02873, -0.18675, 0.00333, 0.02691, 0.01506, 32.72612
10.00776, -0.06464, -0.30646, 0.00120, 0.01492, 0.01452, 32.72612
9.97185, -0.06704, -0.27294, 0.00653, 0.05223, 0.01945, 32.53443
10.01255, -0.00718, -0.23942, 0.00240, 0.02198, 0.01319, 32.72612
9.97185, -0.01915, -0.29209, 0.00333, 0.03198, 0.01545, 32.58235
9.95988, -0.01197, -0.23942, 0.00093, 0.02012, 0.01745, 32.63028
9.99579, -0.03352, -0.19632, -0.00306, 0.03291, 0.01639, 32.72612
9.96946, -0.02873, -0.25857, 0.00386, 0.04636, 0.01532, 32.63028
9.98861, 0.00479, -0.30646, 0.00333, 0.00040, 0.01865, 32.39066
9.98143, -0.02155, -0.27294, 0.00346, 0.03837, 0.01519, 32.63028
9.97903, 0.00718, -0.24421, 0.00360, 0.02212, 0.01759, 32.91781
9.98622, -0.04070, -0.30167, 0.00640, 0.02531, 0.01719, 32.58235
9.97664, -0.08140, -0.30167, -0.00120, 0.01132, 0.01732, 32.72612
9.97424, -0.00479, -0.27533, 0.00213, 0.03730, 0.01386, 32.58235
10.00297, -0.01915, -0.27533, 0.00453, 0.00053, 0.01825, 32.53443
9.98861, -0.03352, -0.23703, 0.00346, 0.00320, 0.01532, 32.77404
9.97185, -0.00239, -0.35674, 0.00413, 0.07181, 0.01506, 32.82197
9.99100, -0.03352, -0.31843, 0.00533, 0.00000, 0.02092, 32.72612
9.97903, -0.01676, -0.30406, 0.00506, 0.04423, 0.01426, 32.82197
10.01016, -0.01437, -0.30406, 0.00973, 0.04303, 0.02012, 32.91781
9.98861, -0.00479, -0.35195, 0.00400, 0.02705, 0.01399, 32.77404
10.00058, -0.03112, -0.31603, 0.00706, 0.02638, 0.01479, 32.77404
9.99100, -0.06704, -0.26576, 0.00266, 0.02185, 0.01745, 32.72612
10.00776, -0.04788, -0.32322, 0.00160, 0.01479, 0.01919, 33.06158
9.97424, -0.03112, -0.27533, 0.00693, 0.03104, 0.01266, 32.82197
10.01734, 0.04070, -0.32082, 0.00147, 0.02718, 0.01545, 32.63028
10.00058, -0.05028, -0.31364, -0.00107, 0.01013, 0.01439, 32.72612
9.98861, -0.05028, -0.33279, 0.00173, 0.01892, 0.01479, 32.43858
9.99340, -0.02634, -0.30885, 0.00107, 0.02611, 0.01466, 32.58235
9.98861, -0.03112, -0.21069, 0.00333, -0.00666, 0.01625, 32.82197
9.99579, -0.04070, -0.36392, -0.00080, 0.06275, 0.01426, 32.63028
9.98622, 0.00479, -0.27294, 0.00253, 0.01053, 0.01492, 32.72612
9.94312, -0.00718, -0.25618, 0.00120, -0.00013, 0.01652, 32.82197
